student_id,first_name,last_name,email,course_id,grade,marks
184,Student184,Test184,student184@yahoo.com,DATA200,A,94
185,Student185,Test185,student185@yahoo.com,DATA200,A,95
186,Student186,Test186,student186@yahoo.com,DATA200,A,96
187,Student187,Test187,student187@yahoo.com,DATA200,A,97
188,Student188,Test188,student188@yahoo.com,DATA200,A,98
189,Student189,Test189,student189@yahoo.com,DATA200,A,99
190,Student190,Test190,student190@yahoo.com,DATA200,A,90
191,Student191,Test191,student191@yahoo.com,DATA200,A,91
192,Student192,Test192,student192@yahoo.com,DATA200,A,92
193,Student193,Test193,student193@yahoo.com,DATA200,A,93
194,Student194,Test194,student194@yahoo.com,DATA200,A,94
195,Student195,Test195,student195@yahoo.com,DATA200,A,95
196,Student196,Test196,student196@yahoo.com,DATA200,A,96
197,Student197,Test197,student197@yahoo.com,DATA200,A,97
198,Student198,Test198,student198@yahoo.com,DATA200,A,98
199,Student199,Test199,student199@yahoo.com,DATA200,A,99
200,Student200,Test200,student200@yahoo.com,DATA200,A,90
201,Student201,Test201,student201@yahoo.com,DATA200,A,91
202,Student202,Test202,student202@yahoo.com,DATA200,A,92
203,Student203,Test203,student203@yahoo.com,DATA200,A,93
204,Student204,Test204,student204@yahoo.com,DATA200,A,94
205,Student205,Test205,student205@yahoo.com,DATA200,A,95
206,Student206,Test206,student206@yahoo.com,DATA200,A,96
207,Student207,Test207,student207@yahoo.com,DATA200,A,97
208,Student208,Test208,student208@yahoo.com,DATA200,A,98
209,Student209,Test209,student209@yahoo.com,DATA200,A,99
210,Student210,Test210,student210@yahoo.com,DATA200,A,90
211,Student211,Test211,student211@yahoo.com,DATA200,A,91
212,Student212,Test212,student212@yahoo.com,DATA200,A,92
213,Student213,Test213,student213@yahoo.com,DATA200,A,93
214,Student214,Test214,student214@yahoo.com,DATA200,A,94
215,Student215,Test215,student215@yahoo.com,DATA200,A,95
216,Student216,Test216,student216@yahoo.com,DATA200,A,96
217,Student217,Test217,student217@yahoo.com,DATA200,A,97
218,Student218,Test218,student218@yahoo.com,DATA200,A,98
219,Student219,Test219,student219@yahoo.com,DATA200,A,99
220,Student220,Test220,student220@yahoo.com,DATA200,A,90
221,Student221,Test221,student221@yahoo.com,DATA200,A,91
222,Student222,Test222,student222@yahoo.com,DATA200,A,92
223,Student223,Test223,student223@yahoo.com,DATA200,A,93
224,Student224,Test224,student224@yahoo.com,DATA200,A,94
225,Student225,Test225,student225@yahoo.com,DATA200,A,95
226,Student226,Test226,student226@yahoo.com,DATA200,A,96
227,Student227,Test227,student227@yahoo.com,DATA200,A,97
228,Student228,Test228,student228@yahoo.com,DATA200,A,98
229,Student229,Test229,student229@yahoo.com,DATA200,A,99
230,Student230,Test230,student230@yahoo.com,DATA200,A,90
231,Student231,Test231,student231@yahoo.com,DATA200,A,91
232,Student232,Test232,student232@yahoo.com,DATA200,A,92
233,Student233,Test233,student233@yahoo.com,DATA200,A,93
234,Student234,Test234,student234@yahoo.com,DATA200,A,94
235,Student235,Test235,student235@yahoo.com,DATA200,A,95
236,Student236,Test236,student236@yahoo.com,DATA200,A,96
237,Student237,Test237,student237@yahoo.com,DATA200,A,97
238,Student238,Test238,student238@yahoo.com,DATA200,A,98
239,Student239,Test239,student239@yahoo.com,DATA200,A,99
240,Student240,Test240,student240@yahoo.com,DATA200,A,90
241,Student241,Test241,student241@yahoo.com,DATA200,A,91
242,Student242,Test242,student242@yahoo.com,DATA200,A,92
243,Student243,Test243,student243@yahoo.com,DATA200,A,93
244,Student244,Test244,student244@yahoo.com,DATA200,A,94
245,Student245,Test245,student245@yahoo.com,DATA200,A,95
246,Student246,Test246,student246@yahoo.com,DATA200,A,96
247,Student247,Test247,student247@yahoo.com,DATA200,A,97
248,Student248,Test248,student248@yahoo.com,DATA200,A,98
249,Student249,Test249,student249@yahoo.com,DATA200,A,99
250,Student250,Test250,student250@yahoo.com,DATA200,A,90
251,Student251,Test251,student251@yahoo.com,DATA200,A,91
252,Student252,Test252,student252@yahoo.com,DATA200,A,92
253,Student253,Test253,student253@yahoo.com,DATA200,A,93
254,Student254,Test254,student254@yahoo.com,DATA200,A,94
255,Student255,Test255,student255@yahoo.com,DATA200,A,95
256,Student256,Test256,student256@yahoo.com,DATA200,A,96
257,Student257,Test257,student257@yahoo.com,DATA200,A,97
258,Student258,Test258,student258@yahoo.com,DATA200,A,98
259,Student259,Test259,student259@yahoo.com,DATA200,A,99
260,Student260,Test260,student260@yahoo.com,DATA200,A,90
261,Student261,Test261,student261@yahoo.com,DATA200,A,91
262,Student262,Test262,student262@yahoo.com,DATA200,A,92
263,Student263,Test263,student263@yahoo.com,DATA200,A,93
264,Student264,Test264,student264@yahoo.com,DATA200,A,94
265,Student265,Test265,student265@yahoo.com,DATA200,A,95
266,Student266,Test266,student266@yahoo.com,DATA200,A,96
267,Student267,Test267,student267@yahoo.com,DATA200,A,97
268,Student268,Test268,student268@yahoo.com,DATA200,A,98
269,Student269,Test269,student269@yahoo.com,DATA200,A,99
270,Student270,Test270,student270@yahoo.com,DATA200,A,90
271,Student271,Test271,student271@yahoo.com,DATA200,A,91
272,Student272,Test272,student272@yahoo.com,DATA200,A,92
273,Student273,Test273,student273@yahoo.com,DATA200,A,93
274,Student274,Test274,student274@yahoo.com,DATA200,A,94
275,Student275,Test275,student275@yahoo.com,DATA200,A,95
276,Student276,Test276,student276@yahoo.com,DATA200,A,96
277,Student277,Test277,student277@yahoo.com,DATA200,A,97
278,Student278,Test278,student278@yahoo.com,DATA200,A,98
279,Student279,Test279,student279@yahoo.com,DATA200,A,99
280,Student280,Test280,student280@yahoo.com,DATA200,A,90
281,Student281,Test281,student281@yahoo.com,DATA200,A,91
282,Student282,Test282,student282@yahoo.com,DATA200,A,92
283,Student283,Test283,student283@yahoo.com,DATA200,A,93
284,Student284,Test284,student284@yahoo.com,DATA200,A,94
285,Student285,Test285,student285@yahoo.com,DATA200,A,95
286,Student286,Test286,student286@yahoo.com,DATA200,A,96
287,Student287,Test287,student287@yahoo.com,DATA200,A,97
288,Student288,Test288,student288@yahoo.com,DATA200,A,98
289,Student289,Test289,student289@yahoo.com,DATA200,A,99
290,Student290,Test290,student290@yahoo.com,DATA200,A,90
291,Student291,Test291,student291@yahoo.com,DATA200,A,91
292,Student292,Test292,student292@yahoo.com,DATA200,A,92
293,Student293,Test293,student293@yahoo.com,DATA200,A,93
294,Student294,Test294,student294@yahoo.com,DATA200,A,94
295,Student295,Test295,student295@yahoo.com,DATA200,A,95
296,Student296,Test296,student296@yahoo.com,DATA200,A,96
297,Student297,Test297,student297@yahoo.com,DATA200,A,97
298,Student298,Test298,student298@yahoo.com,DATA200,A,98
299,Student299,Test299,student299@yahoo.com,DATA200,A,99
300,Student300,Test300,student300@yahoo.com,DATA200,A,90
301,Student301,Test301,student301@yahoo.com,DATA200,A,91
302,Student302,Test302,student302@yahoo.com,DATA200,A,92
303,Student303,Test303,student303@yahoo.com,DATA200,A,93
304,Student304,Test304,student304@yahoo.com,DATA200,A,94
305,Student305,Test305,student305@yahoo.com,DATA200,A,95
306,Student306,Test306,student306@yahoo.com,DATA200,A,96
307,Student307,Test307,student307@yahoo.com,DATA200,A,97
308,Student308,Test308,student308@yahoo.com,DATA200,A,98
309,Student309,Test309,student309@yahoo.com,DATA200,A,99
310,Student310,Test310,student310@yahoo.com,DATA200,A,90
311,Student311,Test311,student311@yahoo.com,DATA200,A,91
312,Student312,Test312,student312@yahoo.com,DATA200,A,92
313,Student313,Test313,student313@yahoo.com,DATA200,A,93
314,Student314,Test314,student314@yahoo.com,DATA200,A,94
315,Student315,Test315,student315@yahoo.com,DATA200,A,95
316,Student316,Test316,student316@yahoo.com,DATA200,A,96
317,Student317,Test317,student317@yahoo.com,DATA200,A,97
318,Student318,Test318,student318@yahoo.com,DATA200,A,98
319,Student319,Test319,student319@yahoo.com,DATA200,A,99
320,Student320,Test320,student320@yahoo.com,DATA200,A,90
321,Student321,Test321,student321@yahoo.com,DATA200,A,91
322,Student322,Test322,student322@yahoo.com,DATA200,A,92
323,Student323,Test323,student323@yahoo.com,DATA200,A,93
324,Student324,Test324,student324@yahoo.com,DATA200,A,94
325,Student325,Test325,student325@yahoo.com,DATA200,A,95
326,Student326,Test326,student326@yahoo.com,DATA200,A,96
327,Student327,Test327,student327@yahoo.com,DATA200,A,97
328,Student328,Test328,student328@yahoo.com,DATA200,A,98
329,Student329,Test329,student329@yahoo.com,DATA200,A,99
330,Student330,Test330,student330@yahoo.com,DATA200,A,90
331,Student331,Test331,student331@yahoo.com,DATA200,A,91
332,Student332,Test332,student332@yahoo.com,DATA200,A,92
333,Student333,Test333,student333@yahoo.com,DATA200,A,93
334,Student334,Test334,student334@yahoo.com,DATA200,A,94
335,Student335,Test335,student335@yahoo.com,DATA200,A,95
336,Student336,Test336,student336@yahoo.com,DATA200,A,96
337,Student337,Test337,student337@yahoo.com,DATA200,A,97
338,Student338,Test338,student338@yahoo.com,DATA200,A,98
339,Student339,Test339,student339@yahoo.com,DATA200,A,99
340,Student340,Test340,student340@yahoo.com,DATA200,A,90
341,Student341,Test341,student341@yahoo.com,DATA200,A,91
342,Student342,Test342,student342@yahoo.com,DATA200,A,92
343,Student343,Test343,student343@yahoo.com,DATA200,A,93
344,Student344,Test344,student344@yahoo.com,DATA200,A,94
345,Student345,Test345,student345@yahoo.com,DATA200,A,95
346,Student346,Test346,student346@yahoo.com,DATA200,A,96
347,Student347,Test347,student347@yahoo.com,DATA200,A,97
348,Student348,Test348,student348@yahoo.com,DATA200,A,98
349,Student349,Test349,student349@yahoo.com,DATA200,A,99
350,Student350,Test350,student350@yahoo.com,DATA200,A,90
351,Student351,Test351,student351@yahoo.com,DATA200,A,91
352,Student352,Test352,student352@yahoo.com,DATA200,A,92
353,Student353,Test353,student353@yahoo.com,DATA200,A,93
354,Student354,Test354,student354@yahoo.com,DATA200,A,94
355,Student355,Test355,student355@yahoo.com,DATA200,A,95
356,Student356,Test356,student356@yahoo.com,DATA200,A,96
357,Student357,Test357,student357@yahoo.com,DATA200,A,97
358,Student358,Test358,student358@yahoo.com,DATA200,A,98
359,Student359,Test359,student359@yahoo.com,DATA200,A,99
360,Student360,Test360,student360@yahoo.com,DATA200,A,90
361,Student361,Test361,student361@yahoo.com,DATA200,A,91
362,Student362,Test362,student362@yahoo.com,DATA200,A,92
363,Student363,Test363,student363@yahoo.com,DATA200,A,93
364,Student364,Test364,student364@yahoo.com,DATA200,A,94
365,Student365,Test365,student365@yahoo.com,DATA200,A,95
366,Student366,Test366,student366@yahoo.com,DATA200,A,96
367,Student367,Test367,student367@yahoo.com,DATA200,A,97
368,Student368,Test368,student368@yahoo.com,DATA200,A,98
369,Student369,Test369,student369@yahoo.com,DATA200,A,99
370,Student370,Test370,student370@yahoo.com,DATA200,A,90
371,Student371,Test371,student371@yahoo.com,DATA200,A,91
372,Student372,Test372,student372@yahoo.com,DATA200,A,92
373,Student373,Test373,student373@yahoo.com,DATA200,A,93
374,Student374,Test374,student374@yahoo.com,DATA200,A,94
375,Student375,Test375,student375@yahoo.com,DATA200,A,95
376,Student376,Test376,student376@yahoo.com,DATA200,A,96
377,Student377,Test377,student377@yahoo.com,DATA200,A,97
378,Student378,Test378,student378@yahoo.com,DATA200,A,98
379,Student379,Test379,student379@yahoo.com,DATA200,A,99
380,Student380,Test380,student380@yahoo.com,DATA200,A,90
381,Student381,Test381,student381@yahoo.com,DATA200,A,91
382,Student382,Test382,student382@yahoo.com,DATA200,A,92
383,Student383,Test383,student383@yahoo.com,DATA200,A,93
384,Student384,Test384,student384@yahoo.com,DATA200,A,94
385,Student385,Test385,student385@yahoo.com,DATA200,A,95
386,Student386,Test386,student386@yahoo.com,DATA200,A,96
387,Student387,Test387,student387@yahoo.com,DATA200,A,97
388,Student388,Test388,student388@yahoo.com,DATA200,A,98
389,Student389,Test389,student389@yahoo.com,DATA200,A,99
390,Student390,Test390,student390@yahoo.com,DATA200,A,90
391,Student391,Test391,student391@yahoo.com,DATA200,A,91
392,Student392,Test392,student392@yahoo.com,DATA200,A,92
393,Student393,Test393,student393@yahoo.com,DATA200,A,93
394,Student394,Test394,student394@yahoo.com,DATA200,A,94
395,Student395,Test395,student395@yahoo.com,DATA200,A,95
396,Student396,Test396,student396@yahoo.com,DATA200,A,96
397,Student397,Test397,student397@yahoo.com,DATA200,A,97
398,Student398,Test398,student398@yahoo.com,DATA200,A,98
399,Student399,Test399,student399@yahoo.com,DATA200,A,99
400,Student400,Test400,student400@yahoo.com,DATA200,A,90
401,Student401,Test401,student401@yahoo.com,DATA200,A,91
402,Student402,Test402,student402@yahoo.com,DATA200,A,92
403,Student403,Test403,student403@yahoo.com,DATA200,A,93
404,Student404,Test404,student404@yahoo.com,DATA200,A,94
405,Student405,Test405,student405@yahoo.com,DATA200,A,95
406,Student406,Test406,student406@yahoo.com,DATA200,A,96
407,Student407,Test407,student407@yahoo.com,DATA200,A,97
408,Student408,Test408,student408@yahoo.com,DATA200,A,98
409,Student409,Test409,student409@yahoo.com,DATA200,A,99
410,Student410,Test410,student410@yahoo.com,DATA200,A,90
411,Student411,Test411,student411@yahoo.com,DATA200,A,91
412,Student412,Test412,student412@yahoo.com,DATA200,A,92
413,Student413,Test413,student413@yahoo.com,DATA200,A,93
414,Student414,Test414,student414@yahoo.com,DATA200,A,94
415,Student415,Test415,student415@yahoo.com,DATA200,A,95
416,Student416,Test416,student416@yahoo.com,DATA200,A,96
417,Student417,Test417,student417@yahoo.com,DATA200,A,97
418,Student418,Test418,student418@yahoo.com,DATA200,A,98
419,Student419,Test419,student419@yahoo.com,DATA200,A,99
420,Student420,Test420,student420@yahoo.com,DATA200,A,90
421,Student421,Test421,student421@yahoo.com,DATA200,A,91
422,Student422,Test422,student422@yahoo.com,DATA200,A,92
423,Student423,Test423,student423@yahoo.com,DATA200,A,93
424,Student424,Test424,student424@yahoo.com,DATA200,A,94
425,Student425,Test425,student425@yahoo.com,DATA200,A,95
426,Student426,Test426,student426@yahoo.com,DATA200,A,96
427,Student427,Test427,student427@yahoo.com,DATA200,A,97
428,Student428,Test428,student428@yahoo.com,DATA200,A,98
429,Student429,Test429,student429@yahoo.com,DATA200,A,99
430,Student430,Test430,student430@yahoo.com,DATA200,A,90
431,Student431,Test431,student431@yahoo.com,DATA200,A,91
432,Student432,Test432,student432@yahoo.com,DATA200,A,92
433,Student433,Test433,student433@yahoo.com,DATA200,A,93
434,Student434,Test434,student434@yahoo.com,DATA200,A,94
435,Student435,Test435,student435@yahoo.com,DATA200,A,95
436,Student436,Test436,student436@yahoo.com,DATA200,A,96
437,Student437,Test437,student437@yahoo.com,DATA200,A,97
438,Student438,Test438,student438@yahoo.com,DATA200,A,98
439,Student439,Test439,student439@yahoo.com,DATA200,A,99
440,Student440,Test440,student440@yahoo.com,DATA200,A,90
441,Student441,Test441,student441@yahoo.com,DATA200,A,91
442,Student442,Test442,student442@yahoo.com,DATA200,A,92
443,Student443,Test443,student443@yahoo.com,DATA200,A,93
444,Student444,Test444,student444@yahoo.com,DATA200,A,94
445,Student445,Test445,student445@yahoo.com,DATA200,A,95
446,Student446,Test446,student446@yahoo.com,DATA200,A,96
447,Student447,Test447,student447@yahoo.com,DATA200,A,97
448,Student448,Test448,student448@yahoo.com,DATA200,A,98
449,Student449,Test449,student449@yahoo.com,DATA200,A,99
450,Student450,Test450,student450@yahoo.com,DATA200,A,90
451,Student451,Test451,student451@yahoo.com,DATA200,A,91
452,Student452,Test452,student452@yahoo.com,DATA200,A,92
453,Student453,Test453,student453@yahoo.com,DATA200,A,93
454,Student454,Test454,student454@yahoo.com,DATA200,A,94
455,Student455,Test455,student455@yahoo.com,DATA200,A,95
456,Student456,Test456,student456@yahoo.com,DATA200,A,96
457,Student457,Test457,student457@yahoo.com,DATA200,A,97
458,Student458,Test458,student458@yahoo.com,DATA200,A,98
459,Student459,Test459,student459@yahoo.com,DATA200,A,99
460,Student460,Test460,student460@yahoo.com,DATA200,A,90
461,Student461,Test461,student461@yahoo.com,DATA200,A,91
462,Student462,Test462,student462@yahoo.com,DATA200,A,92
463,Student463,Test463,student463@yahoo.com,DATA200,A,93
464,Student464,Test464,student464@yahoo.com,DATA200,A,94
465,Student465,Test465,student465@yahoo.com,DATA200,A,95
466,Student466,Test466,student466@yahoo.com,DATA200,A,96
467,Student467,Test467,student467@yahoo.com,DATA200,A,97
468,Student468,Test468,student468@yahoo.com,DATA200,A,98
469,Student469,Test469,student469@yahoo.com,DATA200,A,99
470,Student470,Test470,student470@yahoo.com,DATA200,A,90
471,Student471,Test471,student471@yahoo.com,DATA200,A,91
472,Student472,Test472,student472@yahoo.com,DATA200,A,92
473,Student473,Test473,student473@yahoo.com,DATA200,A,93
474,Student474,Test474,student474@yahoo.com,DATA200,A,94
475,Student475,Test475,student475@yahoo.com,DATA200,A,95
476,Student476,Test476,student476@yahoo.com,DATA200,A,96
477,Student477,Test477,student477@yahoo.com,DATA200,A,97
478,Student478,Test478,student478@yahoo.com,DATA200,A,98
479,Student479,Test479,student479@yahoo.com,DATA200,A,99
480,Student480,Test480,student480@yahoo.com,DATA200,A,90
